id,from_interface_id,to_interface_id,srcport,dstport,protocol,packets,bytes,windowstart,windowend,action,flowlogstatus,flow_direction,region,account_id,tcp_flags,traffic_path
flow-int-e65df287b8d443b5,eni-a8df9030889d4572,eni-c7d38663615941fd,0,0,1,110,491,1706498251,1706498672,ACCEPT,NODATA,ingress,ap-southeast-1,474955838779,0,2
flow-int-febd771c7af34bb9,eni-b8c14c5e788a4d80,eni-4830bce350cb4f3a,0,0,1,122,3949,1707476735,1707478836,ACCEPT,SKIPDATA,ingress,us-east-1,969062023110,0,8
flow-int-295a6b9543324590,eni-86d2ad8ea71b4c3d,eni-e1101711cace4472,52357,25,6,174,13655,1706526105,1706528632,ACCEPT,NODATA,egress,us-east-1,583790598052,149,6
flow-int-b9b42d7a69ba48bb,eni-e81732680bc94354,eni-eda01d5400fc431d,0,0,1,497,11675,1704799824,1704801758,ACCEPT,OK,ingress,eu-north-1,161867226924,0,7
flow-int-79afc750d8b54fc6,eni-f6fb887affa14125,eni-3079a4ec46394409,50561,5432,6,402,17215,1708375802,1708379379,ACCEPT,OK,ingress,us-east-1,596186389725,245,3
flow-int-c4a99782601e4da8,eni-6d38c4888ee444a1,eni-fadfcada3ae74a4f,45332,995,17,254,27787,1707635724,1707636992,REJECT,OK,egress,ap-southeast-1,936989613849,0,4
flow-int-5eb917e95caf4b56,eni-d8ebe69d096c4223,eni-a60ffa8fb2ae41f9,36830,3306,17,108,18761,1708598167,1708601638,ACCEPT,SKIPDATA,ingress,eu-north-1,557959774216,0,1
flow-int-9a7fce4ad00b488c,eni-43025a059f0c46d3,eni-55b844ac334e4d19,61522,80,17,39,20375,1707725992,1707728735,ACCEPT,NODATA,ingress,ap-southeast-1,622428842880,0,2
flow-int-ba9b3856be4049ef,eni-687a66aed1cc4346,eni-2587f98c04c44d6b,0,0,1,206,17014,1708516560,1708517843,ACCEPT,NODATA,egress,us-west-2,103881936548,0,1
flow-int-5e7bfcc2bba44776,eni-1fc11f5406134e0c,eni-3b3c92242df745d4,62730,3389,17,124,8692,1704951521,1704951737,ACCEPT,OK,ingress,eu-north-1,252617552072,0,3
flow-int-adb5131a9c694f80,eni-6cd4c91287a640f6,eni-402d2a230a66438d,0,0,1,97,24132,1708799932,1708800891,ACCEPT,SKIPDATA,ingress,ap-southeast-1,535005191828,0,3
flow-int-5bb9bc58074a4bc4,eni-9334eb245a2d422b,eni-ba70fb78f4464ecd,60710,22,6,201,12569,1704107704,1704110431,ACCEPT,NODATA,ingress,ap-southeast-1,287827159347,124,6
flow-int-598c51908507478b,eni-3f10a01bf41f4436,eni-ce44e629f177471a,52647,443,6,476,25353,1706344603,1706347564,ACCEPT,NODATA,ingress,eu-north-1,713911751831,190,3
flow-int-686577d88fc14419,eni-56d9232b609a4cad,eni-be2ebce8f48f4e42,55576,22,6,499,19616,1707297774,1707300118,ACCEPT,NODATA,ingress,us-east-1,947136705076,88,3
flow-int-9e51d6616a85413f,eni-3adc313b7d214574,eni-ea5ed84580ee43d4,0,0,1,477,7632,1705285897,1705287479,ACCEPT,SKIPDATA,egress,us-west-2,646885585204,0,4
flow-int-71b5000a8139434c,eni-e52c780864834c24,eni-749ed965319744e3,34337,143,6,150,16756,1706375468,1706378090,ACCEPT,NODATA,ingress,us-east-1,415950925063,189,7
flow-int-3952be48b6bd403e,eni-d809144a0171436f,eni-a422d314925e44f2,45318,80,6,51,18376,1707636816,1707640410,REJECT,SKIPDATA,ingress,eu-north-1,421448261497,32,7
flow-int-3cf6b76959114f48,eni-d31ca9f2e25a4566,eni-8998cc85a11648d6,55483,23,6,284,18514,1707709005,1707710730,ACCEPT,SKIPDATA,egress,ap-southeast-1,451547676968,254,6
flow-int-e2cbd91c6bcb4485,eni-cc9083d155714372,eni-e578a19a077848cc,0,0,1,20,7345,1705171216,1705174515,ACCEPT,SKIPDATA,egress,eu-north-1,571936702817,0,2
flow-int-dc71768542cd4a48,eni-4acf03295c8e4b5c,eni-3daf0f5808c8438f,0,0,1,82,7320,1708815163,1708817457,ACCEPT,NODATA,egress,eu-north-1,862160308768,0,4
flow-int-0594b43ac1d24376,eni-95c110085be64726,eni-f52b71a621944cb3,0,0,1,200,28919,1705715177,1705715533,ACCEPT,SKIPDATA,ingress,us-east-1,611476006792,0,6
flow-int-4cd9d03d6ae84f5b,eni-0a899cfba4194587,eni-3c6b66623906454f,62266,995,6,263,29016,1705162552,1705164297,ACCEPT,NODATA,ingress,us-west-2,161152590159,237,1
flow-int-02c370b6937f4985,eni-e2db6b8913e64070,eni-ea423f8591e749a0,49560,80,17,405,24391,1705210414,1705210478,ACCEPT,SKIPDATA,egress,eu-north-1,266679938608,0,6
flow-int-db79e9bab77a4524,eni-550469a086a84ade,eni-6d38c4888ee444a1,0,0,1,173,24488,1707182102,1707183926,ACCEPT,SKIPDATA,egress,eu-north-1,435998236864,0,7
flow-int-605bcd6573464efd,eni-52759619d33e4e1e,eni-c2cf20d324034868,0,0,1,412,20686,1704804441,1704806639,ACCEPT,OK,ingress,us-east-1,451029864013,0,1
flow-int-0328005fc54144c7,eni-4117d94568b64f4f,eni-11c98349637647a1,0,0,1,37,6505,1708990574,1708993753,REJECT,OK,egress,eu-north-1,286661962682,0,3
flow-int-ff30fda891534714,eni-c35f1b6d6ead4c67,eni-736f1120424b49fe,0,0,1,453,9370,1706286044,1706286798,REJECT,SKIPDATA,ingress,eu-north-1,682663347729,0,3
flow-int-3f4d775666ac465e,eni-a67918826df94f6a,eni-0b41f218f9824eca,40646,25,17,101,11386,1704827374,1704829141,ACCEPT,NODATA,egress,us-east-1,618292998417,0,4
flow-int-6df5c4bab7cf46e6,eni-b6e6434fb2f74127,eni-c340e18698e64691,0,0,1,424,28320,1706414236,1706416369,REJECT,NODATA,ingress,us-east-1,946807513915,0,8
flow-int-65e2b85fcb20440c,eni-2fc1a97dacd2454d,eni-a8ecbfe990ad4adb,50388,5432,6,153,19710,1706566094,1706569412,ACCEPT,SKIPDATA,egress,us-east-1,358920136659,117,2
flow-int-8b8774bb2f474fed,eni-fb460812522f4f15,eni-8775b14aa9164ef4,33233,22,17,491,7158,1705447050,1705450302,ACCEPT,NODATA,ingress,eu-north-1,837751631449,0,5
flow-int-35072607585c4726,eni-f7fc2435b18a45ce,eni-7cb737568176444c,0,0,1,144,22999,1707859163,1707861401,ACCEPT,OK,egress,us-west-2,943890251652,0,1
flow-int-d4c9ed7a496d4252,eni-54bd054ef787486d,eni-0328187313c74f45,62637,23,6,92,21812,1708220556,1708222893,ACCEPT,OK,ingress,us-west-2,136335942683,203,2
flow-int-14ea4ce1a21f4664,eni-3fc9ed90c65e471a,eni-d4b3b38d86c8444d,57890,53,17,460,2747,1708803399,1708804242,ACCEPT,SKIPDATA,ingress,eu-north-1,710298730920,0,1
flow-int-46e9650159ac4be1,eni-7b627ea451c840f8,eni-0670d8d5010e45b0,0,0,1,239,1349,1706558401,1706560076,ACCEPT,SKIPDATA,ingress,eu-north-1,972881415917,0,5
flow-int-f66969399cd04a5f,eni-1cd815e2125a49f5,eni-12edc7f6d54f4289,54275,143,17,88,8342,1706156009,1706158081,ACCEPT,NODATA,egress,us-west-2,923674203773,0,5
flow-int-cb2b50be228c4ee6,eni-6f89bb5d39554ab1,eni-99b81b7c32e44611,35272,3389,17,113,29881,1704945253,1704945445,ACCEPT,SKIPDATA,ingress,eu-north-1,210192718569,0,7
flow-int-91f9dd34ab2b42e4,eni-151b668192c74e8d,eni-03303c88bc1347ff,61409,80,6,315,6893,1706318602,1706319095,ACCEPT,OK,egress,eu-north-1,671455029376,95,5
flow-int-6a5c104058fb44f5,eni-abd8f62d21384976,eni-3ae2eeb91edb498c,35579,22,17,281,17047,1707829239,1707832336,ACCEPT,NODATA,egress,eu-north-1,716068581820,0,1
flow-int-d1feb3ade1e249d8,eni-f164461c58474a71,eni-08d4040ccdcd4334,39292,22,17,88,27973,1707770165,1707770768,ACCEPT,OK,ingress,us-west-2,156832146058,0,8
flow-int-e4a5dedbfbbe4bcc,eni-9edf26e3ae6243cf,eni-269b9294fe644878,0,0,1,406,10277,1706713277,1706715586,ACCEPT,NODATA,ingress,us-east-1,379252856133,0,8
flow-int-e2ce1d69c6084bd2,eni-0fcb1443907e4737,eni-cb705bdd8a544b26,0,0,1,191,18261,1706606259,1706606760,ACCEPT,SKIPDATA,egress,ap-southeast-1,583115941856,0,2
flow-int-5973205eedcf4ec3,eni-1c001b9f51f540bf,eni-66248ccac95849c6,47551,25,17,27,6055,1706184497,1706186226,ACCEPT,SKIPDATA,ingress,us-west-2,831781895402,0,4
flow-int-5d9739742cfd4497,eni-c8a92904756044b6,eni-3544480b5fc94725,48883,25,17,135,31383,1704777137,1704778064,ACCEPT,NODATA,ingress,ap-southeast-1,896779052262,0,5
flow-int-03dcec82998e4ccc,eni-f201bc7867394970,eni-01f56d7afda24371,64553,53,17,80,8950,1708718083,1708718763,ACCEPT,SKIPDATA,egress,eu-north-1,580435795365,0,3
flow-int-f64355edf9764b8e,eni-4a079bfba4ae466f,eni-8247d44815044b40,61279,143,17,295,28444,1707349737,1707350753,ACCEPT,NODATA,ingress,eu-north-1,695819624441,0,2
flow-int-61fa0456b01a404d,eni-2763466594a14e44,eni-d48a3f50e44f42be,0,0,1,439,22691,1706960915,1706963922,ACCEPT,NODATA,ingress,us-east-1,273656508541,0,5
flow-int-435c0953e9854fc9,eni-1495029c34ad4cdd,eni-e033b6a073464be3,62050,22,6,253,4952,1704591699,1704591946,ACCEPT,OK,ingress,eu-north-1,423477262914,13,6
flow-int-f7a6f0fa502744d3,eni-5b4f6bbe4420441a,eni-40924c5a0f654695,63671,110,6,274,19956,1704229108,1704231290,ACCEPT,SKIPDATA,egress,us-east-1,624025328098,57,5
flow-int-2a49940d87114fce,eni-de44209697884ffd,eni-71f2a280f52b47c4,47756,3306,6,424,2561,1704995910,1704996091,ACCEPT,SKIPDATA,ingress,eu-north-1,499353917860,239,4
flow-int-da897fafba6a4f4f,eni-0a0e042781a1446b,eni-fc494d776e7b49fb,46038,110,17,389,7043,1704841579,1704843651,ACCEPT,OK,egress,eu-north-1,505469960030,0,3
flow-int-1a1cdc08171d4bb3,eni-dfbbf7cdc020469f,eni-c75337edfcb74f27,38663,3306,17,469,3241,1706182117,1706183716,ACCEPT,SKIPDATA,egress,us-west-2,621729992308,0,2
flow-int-4fa8f6b8c5c64d50,eni-7eeb60e6b0cf4f29,eni-0a07e226879d4960,0,0,1,292,13917,1708179229,1708182115,ACCEPT,SKIPDATA,ingress,eu-north-1,107081567333,0,8
flow-int-0693b456567c4f78,eni-8d92bbf90bde4268,eni-7e3bdf432700404e,0,0,1,63,537,1708383421,1708386861,ACCEPT,NODATA,ingress,ap-southeast-1,410879474068,0,2
flow-int-a5810b292cff4087,eni-ef149e7abb53444b,eni-ccba3398b88b4947,45318,143,17,421,18167,1707334460,1707335282,ACCEPT,NODATA,egress,us-west-2,444378828931,0,8
flow-int-a0075d171cd840a9,eni-075850a8f0b34c79,eni-c078962eacd3479f,0,0,1,226,32716,1705840231,1705843648,ACCEPT,NODATA,egress,eu-north-1,757318540352,0,7
flow-int-c698ea878ed34714,eni-48ba759991644eb5,eni-055e10462d8d4f9c,0,0,1,165,3877,1706356209,1706356802,ACCEPT,NODATA,ingress,us-east-1,227535209885,0,2
flow-int-ec4fdd781d08482f,eni-8ee1b96fe6334272,eni-e86f0bae19ec490b,0,0,1,198,13286,1705275415,1705276730,ACCEPT,NODATA,egress,us-west-2,864549835407,0,4
flow-int-8f52e187ee3c464e,eni-e4dd4f8fb1e84327,eni-cc7f11c3fc2a4686,64069,80,17,301,9349,1706159942,1706160425,ACCEPT,NODATA,egress,us-west-2,664079071528,0,3
flow-int-75e9084877a046ef,eni-9afa66c3d2254f5e,eni-75821ac511504fa8,45693,443,6,258,1546,1707093936,1707095726,ACCEPT,NODATA,egress,eu-north-1,478690846139,220,2
flow-int-1286c8939d034a54,eni-dc71dc939bf3475f,eni-93adcea0c77341d7,64433,25,6,443,18876,1704851160,1704852681,ACCEPT,SKIPDATA,ingress,eu-north-1,845486268281,248,4
flow-int-8033b26c04cf4980,eni-446fb1e31b924270,eni-6af79f3a72454ef8,37408,5432,17,127,21809,1705586229,1705586876,ACCEPT,NODATA,egress,ap-southeast-1,545086285708,0,4
flow-int-a6fdca779f8543b9,eni-98a1f7a882084e79,eni-5ffbbdefbece403a,45340,53,6,114,18881,1707821271,1707822205,ACCEPT,SKIPDATA,egress,eu-north-1,632323264711,245,6
flow-int-2754bd50e56d4799,eni-25cc9772310640f7,eni-a33d2defb98f4e0f,36983,3306,17,208,11306,1704577681,1704580970,REJECT,SKIPDATA,ingress,us-east-1,816357846594,0,4
flow-int-00d852a681824a49,eni-3d49a59c93ed4303,eni-86ff16c37a664f79,64863,5432,17,212,6230,1704294862,1704296726,ACCEPT,OK,ingress,us-west-2,949031479565,0,6
flow-int-3a0753430bf24620,eni-1575b72eefd949be,eni-41e83d0e393b4533,48071,995,6,418,28111,1708989336,1708991538,ACCEPT,NODATA,ingress,ap-southeast-1,215781970606,89,4
flow-int-48c3f785b5404cdb,eni-731be26786224759,eni-1a39bcfe834d415c,37209,443,6,436,21735,1705291918,1705294348,ACCEPT,OK,egress,us-east-1,368875713459,123,8
flow-int-ffcad4c6af2641ae,eni-4a7d4dfdb59b402e,eni-4323025abf3744f5,36625,110,17,312,28429,1704860788,1704861352,ACCEPT,OK,ingress,us-east-1,521255059951,0,3
flow-int-c9c84bb4c9bf488a,eni-ac214c1652074f76,eni-391a4f1b72664316,58109,110,17,305,18151,1707948689,1707951886,ACCEPT,OK,ingress,ap-southeast-1,843679855841,0,6
flow-int-8ab1759077524ccf,eni-dda5abea34794f45,eni-a96817e843754fb8,43902,53,6,182,25615,1705499716,1705501924,ACCEPT,NODATA,ingress,ap-southeast-1,354997469506,87,3
flow-int-24ed17958f504686,eni-943e34a559e84f14,eni-f74d2ecab6e940fa,56677,22,17,182,25747,1706480866,1706482080,ACCEPT,SKIPDATA,egress,ap-southeast-1,248165583205,0,3
flow-int-e4b51b5007b14125,eni-935be4ce338240be,eni-929fb8d180374bcc,0,0,1,395,18746,1708809675,1708810162,ACCEPT,SKIPDATA,egress,ap-southeast-1,627145875697,0,7
flow-int-9f4e3da9c50e4d11,eni-cb56df25bb6340da,eni-a96817e843754fb8,0,0,1,86,32059,1708034685,1708037247,ACCEPT,NODATA,egress,ap-southeast-1,821658339288,0,8
flow-int-ec69799513d4423e,eni-88604c24bb8d4218,eni-df146c6ab86e4faa,0,0,1,31,25777,1705931070,1705933599,ACCEPT,NODATA,ingress,us-east-1,322625753175,0,7
flow-int-5778d0ddccf14440,eni-6eb57747e57f43e8,eni-55b6e9b855b648fa,0,0,1,435,21311,1707998040,1708000002,REJECT,OK,egress,us-west-2,108605111012,0,4
flow-int-c0180f1587ec40e1,eni-6a0fe21ad9ed42cb,eni-b4f755ed0f034dc2,46734,443,17,414,24147,1704808629,1704810257,ACCEPT,OK,ingress,us-west-2,747025277308,0,7
flow-int-9b57e50a42ab4bda,eni-6c0d2cf13c5f4f6c,eni-0b75f18b2fc243c6,48680,5432,6,362,8767,1706336887,1706337906,ACCEPT,SKIPDATA,ingress,us-east-1,690067977449,103,8
flow-int-171bb3671c88429d,eni-0e3735fd23aa4fbc,eni-070c1eb28c1d4fb5,36549,443,6,410,27041,1708112552,1708113364,ACCEPT,OK,ingress,us-east-1,282950316394,17,8
flow-int-5ad9ef0a062c4901,eni-1850a7596a924584,eni-34ecebc0166d4dfc,43239,5432,6,132,10326,1706789807,1706791458,ACCEPT,OK,ingress,ap-southeast-1,104218176955,158,7
flow-int-b9561ac307bd4794,eni-5261877fa3394adf,eni-1951db5353534309,54970,443,17,170,28009,1706624544,1706624815,ACCEPT,NODATA,egress,eu-north-1,692082159302,0,1
flow-int-1f27997d42534a75,eni-951fcb3603d74ecd,eni-8664b76d19bf4e39,48635,22,6,159,7654,1704977983,1704978581,ACCEPT,SKIPDATA,ingress,us-west-2,772186101896,226,2
flow-int-43d0ee0939ec4ed1,eni-cfeb116b91874142,eni-72a88ecc02c44bc2,52087,993,6,245,30351,1707421824,1707422424,ACCEPT,NODATA,ingress,eu-north-1,348291437681,62,1
flow-int-7ce540dfe6984e38,eni-cd0946f5fc2a44ea,eni-2ff6b4855c6c4ab2,58817,143,17,293,29844,1708496195,1708499521,ACCEPT,SKIPDATA,egress,us-east-1,747884004489,0,8
flow-int-ee50c91c896640f3,eni-bccfeb78b83b444c,eni-15933cd29d284178,58633,995,6,343,15978,1708293705,1708294007,ACCEPT,NODATA,egress,ap-southeast-1,942598736165,210,2
flow-int-17997fc2c52e4641,eni-168a8892e90f455d,eni-3d82ad0f64a54bb1,56549,995,17,277,16784,1704668774,1704669370,ACCEPT,SKIPDATA,ingress,us-east-1,600916616114,0,1
flow-int-f5d909e3e2f04276,eni-748d0f739fb049a3,eni-36cc8f5525614440,0,0,1,349,13363,1705844023,1705845730,ACCEPT,NODATA,egress,eu-north-1,891798588062,0,1
flow-int-f7e1d761852c4edf,eni-f30791993bff4d6a,eni-b70d61337cd14b83,62609,23,6,248,29056,1707808540,1707811203,ACCEPT,SKIPDATA,ingress,us-west-2,399091149909,167,3
flow-int-fdf082f40f9142af,eni-a15c6e75a1c84b0b,eni-3af23657098e446a,49287,25,6,56,4756,1705692949,1705695404,ACCEPT,NODATA,egress,eu-north-1,928560494817,22,6
flow-int-416a3167ed8a4587,eni-8d2b96ca718a46ea,eni-d779ae7b7fb04201,62883,3389,17,184,19872,1705714146,1705715483,ACCEPT,OK,egress,eu-north-1,163888130828,0,3
flow-int-57b1138d8fed491c,eni-fcafe9c440c1472e,eni-5b32ea75a0cd447d,52617,22,17,129,28073,1708094968,1708095458,ACCEPT,OK,ingress,eu-north-1,845141956547,0,4
flow-int-7759b5668b9049ed,eni-0eeceb21cedb49f0,eni-fd1e5fd736d24cc9,0,0,1,110,23336,1705953973,1705954171,ACCEPT,OK,ingress,us-west-2,618232039781,0,2
flow-int-8e50c1ae58614cbd,eni-8a778468d8e64b3a,eni-6ace57735be148bd,33013,993,17,329,5416,1707827446,1707830407,ACCEPT,NODATA,egress,us-east-1,236477688933,0,2
flow-int-70f3d4028bbf437a,eni-bcde0103c1334551,eni-5740b82289e44f99,58083,22,6,128,13363,1708485970,1708486660,ACCEPT,SKIPDATA,ingress,us-west-2,292744976010,230,7
flow-int-15fe663414e84ef2,eni-d7d90b2c87624109,eni-cf7f39b81d01412b,37323,443,6,91,18169,1707121770,1707125310,REJECT,OK,egress,us-east-1,258320790808,190,4
flow-int-c285bfb06fc7425a,eni-db6322f4c78948f4,eni-9ff1f4381b504003,53576,80,6,113,15183,1705500666,1705500925,ACCEPT,OK,egress,us-west-2,338338275159,87,3
flow-int-607e17c7fb0c4c43,eni-0ce944782b7643ec,eni-d903ec0e06ec4e3f,55657,993,17,296,24414,1705884862,1705885722,ACCEPT,NODATA,ingress,eu-north-1,483471549447,0,8
flow-int-5b6605bfe2944dd5,eni-742dff62ab9541b8,eni-cfa8549ae3e74056,39987,995,17,90,32109,1708317532,1708320938,ACCEPT,OK,ingress,ap-southeast-1,398017083046,0,2
flow-int-028e3e3f17814a7d,eni-8b884710e7e546e0,eni-43c43169e31a48d7,0,0,1,125,25312,1705786204,1705787306,ACCEPT,NODATA,egress,us-west-2,798055504036,0,6
flow-int-ac5f3ae3135f499c,eni-bec8b4676e5f484b,eni-590fcb96950a48dc,0,0,1,357,11348,1707362402,1707364656,ACCEPT,NODATA,ingress,eu-north-1,252235087873,0,7
flow-int-b0920ca3a8b04190,eni-f287dec83f5944fc,eni-257f7a69dc0b40a3,0,0,1,480,31349,1705459755,1705461997,ACCEPT,SKIPDATA,egress,us-east-1,114518677501,0,6
flow-int-f5f74e2b738a4f3c,eni-87e77059ff93483f,eni-8464a7445f7749c6,0,0,1,69,24875,1708529012,1708531241,ACCEPT,OK,egress,ap-southeast-1,121265306031,0,5
flow-int-6ee0f974c7c94067,eni-4546d61480ec498e,eni-cf6f5b991ea64f63,0,0,1,402,14276,1705509659,1705512979,ACCEPT,OK,ingress,eu-north-1,978986568071,0,8
flow-int-0b0b035b1a43408c,eni-b6c3f574e1604a91,eni-26554b0fb1714121,59423,143,17,494,1833,1705185945,1705186699,ACCEPT,OK,egress,us-west-2,551534382216,0,2
flow-int-24fc89101c764a1b,eni-b797ff1f0f604061,eni-5933feb7679e48e2,52175,3306,6,282,17149,1704593224,1704595236,ACCEPT,SKIPDATA,ingress,us-east-1,564001214250,56,3
flow-int-5c87ee805ad24ea0,eni-d662bd3dfa7c4609,eni-ca94f089260741c1,49573,3306,6,282,11163,1709178089,1709179012,ACCEPT,OK,egress,ap-southeast-1,251553730020,221,5
flow-int-a5ea07550ca545ea,eni-e3109b5ef90d4e07,eni-5b4f6bbe4420441a,61304,25,17,61,11711,1706373152,1706375034,ACCEPT,SKIPDATA,ingress,us-west-2,664522755148,0,4
flow-int-045ac0bb142d4b65,eni-bc61ba6439ae44ac,eni-a168bbf825fb4f2e,48571,22,17,273,8036,1706831347,1706832252,ACCEPT,NODATA,egress,us-east-1,342614024693,0,6
flow-int-16392298db0e4b8a,eni-e37c68d87aa54a8d,eni-d28cdd27cfaa4445,37029,143,17,92,28104,1706695832,1706696485,ACCEPT,NODATA,ingress,us-west-2,734128325319,0,5
flow-int-38fcaae2f044438e,eni-9c58445910564093,eni-0a07e226879d4960,37836,3389,17,42,10131,1708854065,1708854381,ACCEPT,OK,ingress,us-west-2,675720292810,0,6
flow-int-2bbd5e8d19524883,eni-85bd41e47ace4873,eni-23a2dce32e1649c3,0,0,1,320,2522,1708569594,1708572318,ACCEPT,NODATA,ingress,eu-north-1,584323468019,0,5
flow-int-06338a626dc745b5,eni-fd7284aa561d4b07,eni-85ac3743fa464f51,42098,53,17,44,16273,1706733980,1706734056,ACCEPT,SKIPDATA,ingress,us-east-1,907258747201,0,8
flow-int-95cc8cf251554e5b,eni-0437c87a261e4c0a,eni-355ffe52313644d3,0,0,1,438,27154,1704076314,1704079198,ACCEPT,OK,egress,ap-southeast-1,331767466479,0,3
flow-int-7e0c20deea2648b2,eni-5d14cb70e89d41b3,eni-e952d60153a24769,0,0,1,301,4399,1704555146,1704557067,ACCEPT,NODATA,egress,eu-north-1,211746869656,0,7
flow-int-4305e7ce6adf4a40,eni-64f2d849931c4339,eni-e706021881584d06,0,0,1,130,12557,1707466216,1707467844,ACCEPT,OK,ingress,ap-southeast-1,817684999889,0,2
flow-int-0b5e653eaf11429c,eni-222f0417d1234ab6,eni-650053a196124633,45806,80,6,434,22976,1708011947,1708012392,ACCEPT,OK,egress,eu-north-1,149811090813,1,5
flow-int-e182420be423453a,eni-ea4fcbd573954d20,eni-14379a81f3ec4d9e,0,0,1,7,31593,1705897693,1705899777,ACCEPT,NODATA,ingress,eu-north-1,825711481019,0,7
flow-int-30cfcdec36594f87,eni-364cf8f7a99b414a,eni-d78e9a1ff9354864,36317,995,17,98,9760,1708833014,1708835324,ACCEPT,OK,ingress,us-west-2,943589510631,0,5
flow-int-bbce389b54fb4a12,eni-9896923f8c6245d9,eni-bcf30da47a444cbb,38229,3306,17,6,9955,1706218067,1706219608,ACCEPT,NODATA,egress,us-west-2,485575185256,0,2
flow-int-2fe1acafd27f4ba5,eni-3fea569d4d124b4e,eni-2a602bd64e64450a,44474,25,6,180,14460,1704513187,1704516228,ACCEPT,NODATA,ingress,eu-north-1,682401457666,27,7
flow-int-ceec7916fe5c4f25,eni-d662bd3dfa7c4609,eni-4c23916694c54519,0,0,1,168,18047,1706338666,1706339344,ACCEPT,OK,ingress,us-east-1,755134727672,0,4
flow-int-68a6afe1a2ab45d1,eni-3ecb108f8ce847c8,eni-918cbc6e2e144285,44960,80,17,317,21699,1705598229,1705601500,ACCEPT,NODATA,egress,ap-southeast-1,922676603387,0,3
flow-int-d1cc5ce04d6448c3,eni-1286df88e9a74173,eni-17e01836de8a4f8b,58051,110,6,452,24104,1704903098,1704903444,REJECT,SKIPDATA,ingress,us-east-1,452381819502,55,8
flow-int-46586088916f4404,eni-c6905780fceb4980,eni-b21ece80f0ca4ce3,50272,80,6,138,32276,1705002738,1705004698,ACCEPT,SKIPDATA,egress,ap-southeast-1,252916656234,49,1
flow-int-0ad47fad37e84916,eni-095e8e858f3a4925,eni-5372a843a29c4264,62499,80,6,278,30428,1706006214,1706007089,ACCEPT,SKIPDATA,ingress,eu-north-1,840655827638,31,8
flow-int-9c70cd8ec75944fb,eni-591a1a6f3e7140cd,eni-e01ce7e4064c456a,44134,995,17,91,30335,1708788299,1708789335,ACCEPT,SKIPDATA,ingress,ap-southeast-1,686447971800,0,2
flow-int-5e62b9d0e6b04e1a,eni-b4f755ed0f034dc2,eni-7111f639ea8142eb,0,0,1,484,12212,1706000203,1706000320,ACCEPT,SKIPDATA,ingress,us-east-1,693768285780,0,5
flow-int-3ca00bf370d843f0,eni-b50cc21f5fcb4a14,eni-e38d5358b0424306,0,0,1,329,31023,1705750044,1705751869,ACCEPT,NODATA,ingress,eu-north-1,929646101968,0,3
flow-int-611737a7def54a2d,eni-4ac960d761294fe7,eni-a43d25b540eb476b,33351,80,6,47,24723,1705540571,1705544123,REJECT,SKIPDATA,ingress,eu-north-1,212252834999,251,7
flow-int-e0e4cfed01b042e9,eni-4eecc23cced34845,eni-0331d78cedb84b51,55406,443,17,163,28107,1707041311,1707042663,ACCEPT,OK,egress,ap-southeast-1,213108127622,0,7
flow-int-bf6e0bb705b94f13,eni-121e142717ce4716,eni-7296a47cacf248ac,46943,143,17,394,10754,1708027565,1708029440,ACCEPT,NODATA,ingress,ap-southeast-1,657627738818,0,8
flow-int-1ae2a614a3dc4a6e,eni-860433a3cf36495d,eni-854178efba6946c6,57031,995,17,158,31862,1706577861,1706581305,REJECT,SKIPDATA,ingress,us-east-1,646416428673,0,2
flow-int-715dbcb9c44d4b5f,eni-fd1e5fd736d24cc9,eni-4e142ec917564d67,57408,22,6,129,1843,1707261801,1707262046,REJECT,NODATA,egress,ap-southeast-1,638385177188,62,8
flow-int-b05067883bcf432d,eni-bedd744243ec423c,eni-5655dd954a5243c2,0,0,1,148,7710,1707455318,1707457490,ACCEPT,SKIPDATA,egress,us-west-2,855268154539,0,7
flow-int-b91e40f805ef4860,eni-4f736c6ed449499d,eni-59e8fcae732d46cd,33254,25,6,366,4928,1705236664,1705239076,ACCEPT,NODATA,egress,us-east-1,627740790355,57,1
flow-int-5a90194769a54e69,eni-a79d929621c04646,eni-1eb443247ca84b60,54838,53,17,273,21505,1704790659,1704792677,ACCEPT,SKIPDATA,egress,us-east-1,357141087756,0,7
flow-int-5edcd184456744ff,eni-d8fc3e54e7094029,eni-0461d28f0a464184,0,0,1,399,9154,1707116181,1707118607,ACCEPT,SKIPDATA,egress,us-east-1,458117588010,0,1
flow-int-6a33e061dda94bd5,eni-c9598d967b5a4293,eni-263f7b2269a447f2,55650,25,17,239,15463,1706240684,1706240881,ACCEPT,OK,ingress,ap-southeast-1,759644764672,0,4
flow-int-69b59d8db87d45ea,eni-8485be08be174d5c,eni-c5021b36924544a1,51083,110,6,45,7009,1708378414,1708379072,ACCEPT,NODATA,egress,eu-north-1,784286169920,1,7
flow-int-743a1aaf437e43cf,eni-85206cd973d1483c,eni-ba719532fae34c0a,0,0,1,315,12053,1704999456,1705003021,ACCEPT,NODATA,ingress,us-west-2,747040140393,0,1
flow-int-49d9ac41973f4039,eni-4f73b0ca09dd49e6,eni-bece99b1549e4feb,52027,25,6,190,20828,1706348717,1706351622,ACCEPT,SKIPDATA,ingress,eu-north-1,514690424851,73,1
