id,mac_address,description,private_ip_address,private_dns_name,public_ip,status,subnetid,interface_type,source_dest_check
eni-bd7f3a669675425c,a1:58:5f:ca:8c:ec,Interface 2 for i-306e41f670b948fe,10.61.34.112,ip-10-61-34-112.ec2.internal,54.55.209.136,associated,subnet-9543070158c74db1,efa,False
eni-0758c4b196774a66,64:4f:0b:8e:06:7d,Interface 3 for i-306e41f670b948fe,10.181.178.22,ip-10-181-178-22.ec2.internal,53.7.4.126,associated,subnet-e034761f19b34fd5,interface,True
eni-aeb894a9f0b94536,16:37:8f:34:d8:e5,Interface 1 for i-739f8e23d5cd48a4,10.195.255.129,ip-10-195-255-129.ec2.internal,54.109.0.143,available,subnet-050903050f8c40d6,efa,False
eni-5bafbb7277f247da,ee:47:bc:f5:76:90,Interface 1 for i-59185d849d9d447f,10.198.5.130,ip-10-198-5-130.ec2.internal,52.0.219.210,in-use,subnet-532865b57c9c43f8,interface,False
eni-4dd1cd0ab2ff4bdb,d4:e8:e7:df:86:f6,Interface 1 for i-f0a7f60cbc584d53,10.169.10.170,ip-10-169-10-170.ec2.internal,54.236.243.47,in-use,subnet-a7a8144e75234345,efa,True
eni-fd156375967c4a8b,02:5a:62:ca:dc:a9,Interface 2 for i-f0a7f60cbc584d53,10.35.31.186,ip-10-35-31-186.ec2.internal,53.128.239.40,in-use,subnet-68295b18900144ad,interface,False
eni-e7e8f8ef03474591,cc:39:42:78:3d:02,Interface 1 for i-0ed2e47b2cda4b0c,10.210.177.161,ip-10-210-177-161.ec2.internal,53.135.83.97,detaching,subnet-ecab694e60ea46bf,interface,False
eni-e4f9bbd97dff4b63,ed:59:55:39:3c:15,Interface 2 for i-0ed2e47b2cda4b0c,10.235.254.141,ip-10-235-254-141.ec2.internal,53.62.101.59,in-use,subnet-b82125089b06404f,interface,False
eni-413902ef1afd4f64,b8:8e:18:71:6e:83,Interface 1 for i-14491ec579c5433f,10.118.205.65,ip-10-118-205-65.ec2.internal,52.14.42.189,associated,subnet-6220c09b37764b3d,efa,False
eni-ec11ae591b6c4d9c,ea:54:a4:a2:e3:80,Interface 2 for i-14491ec579c5433f,10.3.132.242,ip-10-3-132-242.ec2.internal,52.31.39.112,detaching,subnet-35c512c8a1c84aa9,interface,True
eni-c207a155950641ed,59:48:25:f5:27:28,Interface 1 for i-8eb5cb151ded4414,10.13.236.233,ip-10-13-236-233.ec2.internal,53.223.141.182,detaching,subnet-a7a8144e75234345,efa,True
eni-9afdfcb698f34ef0,a8:4c:ed:fb:e4:b3,Interface 1 for i-3fd33cc472e0405c,10.56.179.107,ip-10-56-179-107.ec2.internal,54.195.183.57,attaching,subnet-a7a8144e75234345,efa,False
eni-5d0bd2f9586e490e,2f:67:b5:12:0e:70,Interface 1 for i-268be8b883774410,10.62.29.49,ip-10-62-29-49.ec2.internal,53.177.141.213,in-use,subnet-e034761f19b34fd5,efa,True
eni-b4beb653c0d8475b,d8:b5:e4:16:b0:67,Interface 2 for i-268be8b883774410,10.34.10.124,ip-10-34-10-124.ec2.internal,53.253.137.237,associated,subnet-491196a60d164ae6,interface,False
eni-b4d44371161545c9,94:2f:2a:9c:59:8a,Interface 1 for i-bdf021b8d6904fb0,10.220.112.16,ip-10-220-112-16.ec2.internal,53.239.163.99,attaching,subnet-6220c09b37764b3d,efa,True
eni-d79cbf7e1d434ec6,ca:c8:87:af:d1:be,Interface 2 for i-bdf021b8d6904fb0,10.239.168.204,ip-10-239-168-204.ec2.internal,54.93.117.63,available,subnet-fce80d037aac45f1,efa,True
eni-1d4204d6ef154486,b8:7e:09:84:dc:9d,Interface 1 for i-0c39b4b1835946e3,10.209.179.91,ip-10-209-179-91.ec2.internal,52.117.181.66,associated,subnet-532865b57c9c43f8,interface,False
eni-dbac400ed1e94792,fa:a1:87:63:30:31,Interface 2 for i-0c39b4b1835946e3,10.131.42.47,ip-10-131-42-47.ec2.internal,54.173.124.227,available,subnet-c422153d2d264a20,interface,False
eni-ff410393289d45c1,09:0e:52:7e:c9:2a,Interface 1 for i-292452edaa5847b0,10.143.203.165,ip-10-143-203-165.ec2.internal,53.27.103.43,in-use,subnet-e034761f19b34fd5,efa,False
eni-dda7f0186db8441e,d8:d5:49:35:56:56,Interface 2 for i-292452edaa5847b0,10.252.70.171,ip-10-252-70-171.ec2.internal,53.205.155.90,attaching,subnet-fce80d037aac45f1,efa,True
eni-d1d740f0f6ea4972,b6:39:4d:b8:20:01,Interface 3 for i-292452edaa5847b0,10.123.58.146,ip-10-123-58-146.ec2.internal,54.102.244.251,associated,subnet-04959c10ae634b9c,interface,True
eni-97dddaac028f4784,56:62:57:90:a3:f8,Interface 1 for i-b48128d74311448d,10.83.12.133,ip-10-83-12-133.ec2.internal,53.52.187.195,in-use,subnet-a7a8144e75234345,interface,True
eni-b2abb510f2b14f13,1f:b0:4a:11:c2:c4,Interface 1 for i-89c88e70b0ff4dc7,10.243.125.83,ip-10-243-125-83.ec2.internal,52.32.106.196,in-use,subnet-fce80d037aac45f1,interface,True
eni-6af79f3a72454ef8,fe:63:3b:a3:2c:1d,Interface 2 for i-89c88e70b0ff4dc7,10.153.63.194,ip-10-153-63-194.ec2.internal,52.119.195.53,detaching,subnet-96915c2c9bf84c7a,efa,True
eni-1dce18d070b64f36,52:b2:af:2d:fc:00,Interface 3 for i-89c88e70b0ff4dc7,10.233.180.93,ip-10-233-180-93.ec2.internal,53.16.185.237,in-use,subnet-532865b57c9c43f8,interface,False
eni-fb77746d0dc24c53,82:e6:a4:0b:11:d5,Interface 1 for i-3118c207ab124e5f,10.144.122.80,ip-10-144-122-80.ec2.internal,53.89.15.151,in-use,subnet-b82125089b06404f,interface,False
eni-1236728db08a4ae5,78:d5:35:43:78:2b,Interface 2 for i-3118c207ab124e5f,10.20.94.224,ip-10-20-94-224.ec2.internal,54.178.160.53,available,subnet-96915c2c9bf84c7a,interface,False
eni-e1dad24260e1406d,e4:b6:d6:2c:0d:01,Interface 3 for i-3118c207ab124e5f,10.62.109.23,ip-10-62-109-23.ec2.internal,52.65.63.104,in-use,subnet-e4fdf8247d2248b8,efa,True
eni-669a31a9b301412c,3b:12:a7:c2:b9:ce,Interface 1 for i-cbc2aa9de0834ecb,10.221.155.210,ip-10-221-155-210.ec2.internal,52.241.142.162,available,subnet-050903050f8c40d6,interface,True
eni-ba36f0cc288543ea,48:69:5c:96:a4:28,Interface 1 for i-e7b1678e13e14031,10.58.14.128,ip-10-58-14-128.ec2.internal,52.240.71.12,associated,subnet-050903050f8c40d6,interface,False
eni-063912a314724e74,04:54:51:08:68:e0,Interface 2 for i-e7b1678e13e14031,10.122.162.204,ip-10-122-162-204.ec2.internal,52.192.188.107,associated,subnet-c992af5b44064881,efa,True
eni-0741674d432c44b9,e2:aa:73:10:c4:4d,Interface 1 for i-58c75f8e9ea14128,10.120.169.66,ip-10-120-169-66.ec2.internal,52.15.218.208,attaching,subnet-532865b57c9c43f8,efa,True
eni-4611b51318624136,12:d8:58:21:b4:8f,Interface 2 for i-58c75f8e9ea14128,10.64.243.247,ip-10-64-243-247.ec2.internal,54.153.132.244,detaching,subnet-c422153d2d264a20,efa,False
eni-5a0ddbe0254e42c2,98:72:e5:61:87:56,Interface 1 for i-e6ba3f5fa52a407a,10.183.90.225,ip-10-183-90-225.ec2.internal,52.219.107.117,detaching,subnet-9e729379b92d42ff,interface,True
eni-78f203186a164ec4,b5:ad:3b:e2:5d:41,Interface 1 for i-af5529e531ff43ca,10.94.61.24,ip-10-94-61-24.ec2.internal,52.14.156.119,attaching,subnet-050903050f8c40d6,efa,True
eni-4f91061b02694b13,4a:24:3c:21:15:cc,Interface 2 for i-af5529e531ff43ca,10.236.213.185,ip-10-236-213-185.ec2.internal,54.222.164.210,available,subnet-e4fdf8247d2248b8,efa,False
eni-f9f37e3ac2544b94,7f:55:fe:fd:f6:48,Interface 3 for i-af5529e531ff43ca,10.190.235.58,ip-10-190-235-58.ec2.internal,52.67.200.34,attaching,subnet-050903050f8c40d6,interface,False
eni-515e4b3a97274f30,8f:48:29:f8:0d:80,Interface 1 for i-6d8e2b6582254da5,10.139.50.122,ip-10-139-50-122.ec2.internal,54.234.171.251,in-use,subnet-a7a8144e75234345,interface,True
eni-74dfd1fbb572475e,2b:b1:bc:33:e6:d8,Interface 2 for i-6d8e2b6582254da5,10.193.44.69,ip-10-193-44-69.ec2.internal,54.139.70.129,detaching,subnet-1bdfc8b0137643a2,interface,False
eni-61bd2897cb004f94,10:76:f4:9d:16:ef,Interface 1 for i-a5c0cd9884074b08,10.54.181.244,ip-10-54-181-244.ec2.internal,52.60.189.32,attaching,subnet-96915c2c9bf84c7a,efa,True
eni-0038816a3e4c4f8c,cb:d2:c0:36:c0:3e,Interface 1 for i-29905b2bb076487a,10.114.247.132,ip-10-114-247-132.ec2.internal,52.217.73.110,attaching,subnet-ecab694e60ea46bf,efa,True
eni-00aa0762a38c47b7,58:20:07:ae:10:2d,Interface 1 for i-52f519b7bec54bd6,10.138.181.140,ip-10-138-181-140.ec2.internal,52.183.95.7,attaching,subnet-b82125089b06404f,efa,True
eni-29f8476fabf4405e,9c:cb:ae:cb:a6:79,Interface 2 for i-52f519b7bec54bd6,10.155.61.233,ip-10-155-61-233.ec2.internal,53.250.178.187,associated,subnet-b82125089b06404f,interface,True
eni-26554b0fb1714121,92:2e:10:85:ee:83,Interface 3 for i-52f519b7bec54bd6,10.200.11.174,ip-10-200-11-174.ec2.internal,54.38.95.94,available,subnet-35c512c8a1c84aa9,interface,False
eni-a1d97093cff34872,a7:61:8a:77:7f:bd,Interface 1 for i-a873f2b4c91a4a7c,10.76.171.102,ip-10-76-171-102.ec2.internal,52.237.249.154,in-use,subnet-ecab694e60ea46bf,efa,True
eni-6fb0d78577964836,e3:26:ad:1d:bd:6b,Interface 1 for i-e17260c86c4547be,10.136.83.231,ip-10-136-83-231.ec2.internal,53.108.220.146,in-use,subnet-532865b57c9c43f8,interface,False
eni-576fa4b438a3406d,cc:18:6d:c1:63:55,Interface 2 for i-e17260c86c4547be,10.224.41.68,ip-10-224-41-68.ec2.internal,54.138.35.141,in-use,subnet-c992af5b44064881,efa,True
eni-89262fba58a344a7,9c:86:68:f8:c7:04,Interface 3 for i-e17260c86c4547be,10.109.185.180,ip-10-109-185-180.ec2.internal,53.141.232.25,in-use,subnet-532865b57c9c43f8,efa,True
eni-6f61aa01e2194df5,88:b2:dc:98:7e:4d,Interface 1 for i-8fc5b030cf724279,10.108.100.98,ip-10-108-100-98.ec2.internal,52.53.132.53,detaching,subnet-9543070158c74db1,interface,True
eni-ba42904cf2e344ba,74:1e:ea:ed:4a:6f,Interface 2 for i-8fc5b030cf724279,10.96.48.193,ip-10-96-48-193.ec2.internal,54.210.201.108,in-use,subnet-a7a8144e75234345,interface,False
eni-4239ea5b27334240,7d:f8:c5:4d:0f:94,Interface 3 for i-8fc5b030cf724279,10.14.133.140,ip-10-14-133-140.ec2.internal,54.36.6.60,attaching,subnet-b82125089b06404f,efa,False
eni-2287f775074f40ba,0f:cb:a1:a0:54:85,Interface 1 for i-e8d7346d7d7f47b0,10.92.18.67,ip-10-92-18-67.ec2.internal,54.225.89.119,available,subnet-e4fdf8247d2248b8,efa,True
eni-5d6de6e59bc44278,8d:f3:0b:67:19:2b,Interface 1 for i-4cc02cf0d9724f52,10.205.48.210,ip-10-205-48-210.ec2.internal,53.148.28.236,associated,subnet-a94a6d69f6de405c,interface,True
eni-d00bade5b3914537,a5:56:52:e9:47:34,Interface 2 for i-4cc02cf0d9724f52,10.15.70.213,ip-10-15-70-213.ec2.internal,53.162.73.137,associated,subnet-9e729379b92d42ff,efa,False
eni-5ffbbdefbece403a,07:8e:0e:be:0c:a1,Interface 1 for i-4cb80ad73d5f4405,10.119.33.211,ip-10-119-33-211.ec2.internal,53.66.203.194,detaching,subnet-fce80d037aac45f1,efa,True
eni-a12b99c862ac429f,5a:af:1d:83:6d:c7,Interface 2 for i-4cb80ad73d5f4405,10.121.190.212,ip-10-121-190-212.ec2.internal,52.131.227.94,available,subnet-b82125089b06404f,efa,True
eni-a791ad81dd494e3f,13:2f:3f:e4:64:12,Interface 3 for i-4cb80ad73d5f4405,10.221.132.144,ip-10-221-132-144.ec2.internal,52.114.94.182,in-use,subnet-9e729379b92d42ff,efa,False
eni-58865f36fa874d95,31:fe:0a:6e:8f:59,Interface 1 for i-0551ed4791524fdd,10.245.234.105,ip-10-245-234-105.ec2.internal,52.187.162.95,in-use,subnet-b82125089b06404f,efa,True
eni-fbd9e7661aad41eb,76:6c:71:9e:c9:16,Interface 2 for i-0551ed4791524fdd,10.38.245.236,ip-10-38-245-236.ec2.internal,54.144.245.226,attaching,subnet-68295b18900144ad,efa,False
eni-edd92566ed564074,fd:55:50:99:9e:2e,Interface 1 for i-42a7cecc320741e5,10.167.241.153,ip-10-167-241-153.ec2.internal,53.219.149.64,attaching,subnet-04959c10ae634b9c,interface,True
eni-595df8f4211d4331,67:fd:d3:ac:d5:0d,Interface 1 for i-4318f6f625b247f7,10.199.96.42,ip-10-199-96-42.ec2.internal,53.179.191.94,in-use,subnet-050903050f8c40d6,interface,True
eni-92d6c6cf966e4b4b,78:a9:cd:e7:e6:fb,Interface 2 for i-4318f6f625b247f7,10.110.77.71,ip-10-110-77-71.ec2.internal,52.110.155.160,attaching,subnet-9543070158c74db1,efa,True
eni-b5e8898bc1f94394,77:eb:16:0c:3b:c6,Interface 3 for i-4318f6f625b247f7,10.113.48.71,ip-10-113-48-71.ec2.internal,54.128.185.154,available,subnet-e034761f19b34fd5,interface,True
eni-8285de7408054192,38:9d:ba:93:86:3b,Interface 1 for i-e1d430ae729f48b1,10.22.125.145,ip-10-22-125-145.ec2.internal,52.110.180.5,available,subnet-050903050f8c40d6,efa,True
eni-5301207813554e2a,33:07:01:71:53:06,Interface 2 for i-e1d430ae729f48b1,10.75.81.176,ip-10-75-81-176.ec2.internal,53.209.78.154,attaching,subnet-491196a60d164ae6,interface,True
eni-20a48b5c9aab4fc9,af:c5:a5:2a:04:d6,Interface 3 for i-e1d430ae729f48b1,10.117.137.201,ip-10-117-137-201.ec2.internal,52.62.213.237,attaching,subnet-1bdfc8b0137643a2,interface,True
eni-df00db5780d74493,36:cb:64:22:0b:03,Interface 1 for i-24eb42f9b4424b68,10.195.12.247,ip-10-195-12-247.ec2.internal,54.41.221.186,associated,subnet-6220c09b37764b3d,efa,True
eni-7152836228184b95,97:d1:9b:3f:05:e8,Interface 1 for i-78d24f73476e4798,10.65.241.107,ip-10-65-241-107.ec2.internal,52.76.48.6,available,subnet-e034761f19b34fd5,interface,False
eni-9b165545315d49d3,9f:bc:0a:a4:41:d7,Interface 2 for i-78d24f73476e4798,10.163.138.167,ip-10-163-138-167.ec2.internal,53.63.24.183,in-use,subnet-ecab694e60ea46bf,interface,True
eni-d758242226a64691,7c:01:4f:93:3c:65,Interface 1 for i-787aae2fc053428f,10.235.47.31,ip-10-235-47-31.ec2.internal,54.140.166.114,attaching,subnet-96915c2c9bf84c7a,interface,True
eni-5311ba3b276142d0,bf:65:93:6e:41:de,Interface 1 for i-912b121e478e420e,10.106.199.68,ip-10-106-199-68.ec2.internal,54.188.142.24,attaching,subnet-a94a6d69f6de405c,interface,False
eni-2b10c745e3a844e9,d9:52:b6:86:1b:d2,Interface 1 for i-7fdb4a21482246cc,10.95.131.76,ip-10-95-131-76.ec2.internal,53.4.171.172,attaching,subnet-68295b18900144ad,efa,False
eni-0ce72e7b652a4e6d,b1:99:ac:a3:34:3c,Interface 1 for i-c5eb81c680014a11,10.2.146.212,ip-10-2-146-212.ec2.internal,54.60.207.205,attaching,subnet-6220c09b37764b3d,efa,False
eni-acd7cfe3b99d4b8b,7f:5b:54:be:68:b5,Interface 1 for i-c1160097128d47bf,10.31.42.15,ip-10-31-42-15.ec2.internal,52.44.122.140,available,subnet-b82125089b06404f,efa,False
eni-3f3c5c32e4a348f2,ff:36:ec:5f:86:cb,Interface 2 for i-c1160097128d47bf,10.103.38.119,ip-10-103-38-119.ec2.internal,52.171.21.154,in-use,subnet-9543070158c74db1,efa,True
eni-a83c13267d614488,af:85:a3:40:83:b1,Interface 3 for i-c1160097128d47bf,10.26.33.212,ip-10-26-33-212.ec2.internal,52.171.108.217,detaching,subnet-532865b57c9c43f8,efa,False
eni-34aca72a2dbe42fe,37:d7:e7:27:44:55,Interface 1 for i-b7605bed89ef432a,10.20.61.129,ip-10-20-61-129.ec2.internal,54.129.24.238,in-use,subnet-a7a8144e75234345,efa,True
eni-25e9a34747024f53,a0:61:64:dc:55:aa,Interface 1 for i-5629b23b2482411b,10.95.181.248,ip-10-95-181-248.ec2.internal,53.156.175.101,available,subnet-9543070158c74db1,efa,False
eni-0f9d0751a19e4531,05:15:22:17:a8:b7,Interface 1 for i-3838026b8a52447c,10.93.59.24,ip-10-93-59-24.ec2.internal,52.14.195.35,attaching,subnet-e034761f19b34fd5,interface,True
eni-48dd50b4496141cc,f8:de:62:92:84:50,Interface 1 for i-b38e7e21cea34029,10.59.170.59,ip-10-59-170-59.ec2.internal,52.72.96.12,in-use,subnet-e034761f19b34fd5,efa,True
eni-1864a1de56d04688,44:fe:6b:b1:25:4b,Interface 2 for i-b38e7e21cea34029,10.41.34.138,ip-10-41-34-138.ec2.internal,53.126.93.217,associated,subnet-c992af5b44064881,efa,True
eni-cd65badcf41d45e0,a9:e6:4f:21:96:b4,Interface 3 for i-b38e7e21cea34029,10.219.41.238,ip-10-219-41-238.ec2.internal,53.213.20.27,available,subnet-35c512c8a1c84aa9,interface,False
eni-916ea27d580b4fbf,87:da:ff:cd:c7:61,Interface 1 for i-bac37b0b92b046fe,10.66.40.126,ip-10-66-40-126.ec2.internal,53.181.40.178,detaching,subnet-e4fdf8247d2248b8,efa,True
eni-497d401d00694a53,c5:90:97:7a:7f:c1,Interface 1 for i-48e0488874274a2c,10.191.106.205,ip-10-191-106-205.ec2.internal,54.81.36.71,detaching,subnet-6220c09b37764b3d,efa,False
eni-730709fcb0864f60,6c:d3:b5:30:54:f4,Interface 2 for i-48e0488874274a2c,10.173.231.242,ip-10-173-231-242.ec2.internal,54.189.153.226,available,subnet-9e729379b92d42ff,interface,False
eni-9a2e25f419974052,e8:e1:1e:8f:48:83,Interface 3 for i-48e0488874274a2c,10.133.3.166,ip-10-133-3-166.ec2.internal,53.156.174.253,available,subnet-c422153d2d264a20,interface,False
eni-0d2d983792434330,61:db:ab:b8:75:dc,Interface 1 for i-6b193be43f3042bd,10.191.240.120,ip-10-191-240-120.ec2.internal,53.77.180.15,available,subnet-c992af5b44064881,interface,False
eni-f7d40c11349a42b5,a6:97:fa:06:15:ad,Interface 1 for i-97ec77195af94dad,10.204.138.61,ip-10-204-138-61.ec2.internal,53.135.14.103,detaching,subnet-532865b57c9c43f8,efa,True
eni-7d7abc7a32364a0f,3d:e8:44:17:cc:3f,Interface 2 for i-97ec77195af94dad,10.192.148.159,ip-10-192-148-159.ec2.internal,54.199.101.1,in-use,subnet-e4fdf8247d2248b8,efa,True
eni-75375b22b6784936,4a:6c:2e:6e:49:eb,Interface 3 for i-97ec77195af94dad,10.179.169.130,ip-10-179-169-130.ec2.internal,52.44.198.171,associated,subnet-35c512c8a1c84aa9,interface,True
eni-83722a9405ad4bb0,b1:df:74:e5:fa:48,Interface 1 for i-00e9be8b00fb4285,10.150.88.197,ip-10-150-88-197.ec2.internal,53.23.117.42,in-use,subnet-fce80d037aac45f1,efa,True
eni-40c677f9c42242fd,c1:51:7b:4e:c9:8b,Interface 2 for i-00e9be8b00fb4285,10.199.219.46,ip-10-199-219-46.ec2.internal,54.102.214.245,detaching,subnet-e4fdf8247d2248b8,interface,True
eni-2d4c1f33392d4b2c,2d:83:bf:c7:96:19,Interface 3 for i-00e9be8b00fb4285,10.235.115.133,ip-10-235-115-133.ec2.internal,52.120.159.91,detaching,subnet-ecab694e60ea46bf,interface,True
eni-18f92b2ead9540d1,d3:dd:78:cb:3a:96,Interface 1 for i-4655bf1e078243be,10.151.78.11,ip-10-151-78-11.ec2.internal,53.113.98.225,detaching,subnet-ecab694e60ea46bf,interface,False
eni-edda762b5d744d76,e8:db:40:ae:66:c0,Interface 2 for i-4655bf1e078243be,10.219.2.54,ip-10-219-2-54.ec2.internal,52.77.56.185,available,subnet-e4fdf8247d2248b8,efa,True
eni-aeee99719af941de,77:5a:23:f6:1d:c7,Interface 3 for i-4655bf1e078243be,10.154.120.69,ip-10-154-120-69.ec2.internal,54.106.172.29,associated,subnet-532865b57c9c43f8,interface,True
eni-7f83874c15024e18,cf:97:16:dc:27:57,Interface 1 for i-8e9c898f79c24cc2,10.0.233.166,ip-10-0-233-166.ec2.internal,54.36.48.131,attaching,subnet-c422153d2d264a20,efa,True
eni-acf527cf80404536,4d:22:c6:1f:c2:a9,Interface 1 for i-b638785efed54718,10.217.240.227,ip-10-217-240-227.ec2.internal,54.89.233.147,in-use,subnet-e4fdf8247d2248b8,interface,False
eni-654e243d636b4853,ba:58:0b:60:a7:e0,Interface 2 for i-b638785efed54718,10.16.229.219,ip-10-16-229-219.ec2.internal,52.27.47.166,attaching,subnet-35c512c8a1c84aa9,interface,True
eni-f0b7bc1d7c0d4140,af:5d:7f:40:42:b6,Interface 1 for i-39e675bda0924c02,10.140.46.249,ip-10-140-46-249.ec2.internal,52.43.85.39,in-use,subnet-532865b57c9c43f8,interface,False
eni-a87b2a43b2da468b,2a:36:93:52:1d:06,Interface 2 for i-39e675bda0924c02,10.204.158.41,ip-10-204-158-41.ec2.internal,54.212.116.221,associated,subnet-35c512c8a1c84aa9,efa,True
eni-eecc97c6030c4d95,22:cb:1e:32:d5:9f,Interface 3 for i-39e675bda0924c02,10.185.250.104,ip-10-185-250-104.ec2.internal,52.196.231.232,associated,subnet-a94a6d69f6de405c,efa,True
eni-b71708cc07724840,c2:51:6d:7b:f9:8b,Interface 1 for i-ec7dd8fd792448c2,10.118.210.55,ip-10-118-210-55.ec2.internal,52.162.202.182,associated,subnet-a94a6d69f6de405c,efa,True
eni-a83b57dcc8db4c7f,38:39:ea:4a:5e:bf,Interface 2 for i-ec7dd8fd792448c2,10.16.149.18,ip-10-16-149-18.ec2.internal,52.255.120.96,available,subnet-c992af5b44064881,interface,True
eni-d06b56b2a7da4541,29:99:7f:e8:05:d5,Interface 3 for i-ec7dd8fd792448c2,10.205.226.113,ip-10-205-226-113.ec2.internal,53.14.145.16,detaching,subnet-050903050f8c40d6,efa,False
eni-0af9c84f5a684bce,e0:ff:4f:78:22:c0,Interface 1 for i-16ea03f0338347f0,10.238.100.220,ip-10-238-100-220.ec2.internal,54.19.177.253,detaching,subnet-68295b18900144ad,efa,False
eni-992b84606f3044de,6c:c9:40:ff:93:99,Interface 2 for i-16ea03f0338347f0,10.60.140.17,ip-10-60-140-17.ec2.internal,54.79.156.75,available,subnet-04959c10ae634b9c,interface,True
eni-ff77ee07900a4ade,9c:bb:e0:e6:38:29,Interface 3 for i-16ea03f0338347f0,10.140.11.42,ip-10-140-11-42.ec2.internal,54.39.78.147,available,subnet-050903050f8c40d6,efa,True
eni-d521717c53774b24,ba:f5:f2:03:74:da,Interface 1 for i-07e8ebdc1a7740cc,10.237.251.38,ip-10-237-251-38.ec2.internal,53.102.225.170,detaching,subnet-532865b57c9c43f8,efa,False
eni-da749a792e6440f9,93:2a:93:37:5d:7b,Interface 2 for i-07e8ebdc1a7740cc,10.142.48.86,ip-10-142-48-86.ec2.internal,54.215.197.244,attaching,subnet-ecab694e60ea46bf,efa,True
eni-163d6abf8bae41bc,8d:8c:3d:ad:d5:24,Interface 3 for i-07e8ebdc1a7740cc,10.153.160.19,ip-10-153-160-19.ec2.internal,54.56.70.224,detaching,subnet-c992af5b44064881,efa,True
eni-4c4a759247d34b2c,7e:b8:99:d2:5a:2d,Interface 1 for i-301fe98688c945d7,10.118.101.78,ip-10-118-101-78.ec2.internal,53.115.201.130,in-use,subnet-fce80d037aac45f1,efa,True
eni-497806e37b7441b4,ea:f7:63:40:5a:55,Interface 2 for i-301fe98688c945d7,10.55.221.13,ip-10-55-221-13.ec2.internal,52.18.147.14,in-use,subnet-ecab694e60ea46bf,efa,True
eni-ac214c1652074f76,f2:d2:e0:95:b9:9b,Interface 3 for i-301fe98688c945d7,10.222.54.70,ip-10-222-54-70.ec2.internal,52.143.118.87,in-use,subnet-9543070158c74db1,efa,True
eni-965f6994882746f2,da:76:0c:08:07:1a,Interface 1 for i-44b0fc436260431f,10.193.63.211,ip-10-193-63-211.ec2.internal,52.207.91.206,in-use,subnet-c992af5b44064881,efa,True
eni-13d142b7affa4ef6,dd:54:de:47:04:53,Interface 1 for i-22449145b5744ec2,10.247.87.143,ip-10-247-87-143.ec2.internal,53.96.217.157,associated,subnet-532865b57c9c43f8,efa,False
eni-afd7c1a449a94ddc,cf:af:90:8f:56:20,Interface 1 for i-ae086dd7e8ab493f,10.134.171.200,ip-10-134-171-200.ec2.internal,52.225.180.129,attaching,subnet-6220c09b37764b3d,interface,True
eni-1cfafce666534f23,25:49:c2:e6:88:66,Interface 1 for i-b9fd080866654656,10.8.173.246,ip-10-8-173-246.ec2.internal,52.193.42.186,detaching,subnet-96915c2c9bf84c7a,interface,True
eni-b6d31f3d5eba440f,36:d5:9e:e7:8b:3a,Interface 1 for i-59202016965b4f2f,10.92.184.92,ip-10-92-184-92.ec2.internal,52.253.128.26,attaching,subnet-9543070158c74db1,efa,False
eni-751aa5019d9a4976,75:2e:09:e9:21:28,Interface 1 for i-d551a7a2fe3842b0,10.158.238.231,ip-10-158-238-231.ec2.internal,52.135.229.52,associated,subnet-e4fdf8247d2248b8,interface,False
eni-931d1704846b4a40,dc:a2:c8:ed:2e:2a,Interface 2 for i-d551a7a2fe3842b0,10.155.26.2,ip-10-155-26-2.ec2.internal,53.176.133.94,in-use,subnet-9e729379b92d42ff,interface,True
eni-ea5ed84580ee43d4,d6:0f:5e:0c:99:4e,Interface 1 for i-dbcb042a4d4c467e,10.249.240.153,ip-10-249-240-153.ec2.internal,52.116.71.84,attaching,subnet-9e729379b92d42ff,efa,False
eni-c078962eacd3479f,1b:d5:86:96:04:95,Interface 1 for i-aa779c6c3ed84d0f,10.173.149.98,ip-10-173-149-98.ec2.internal,53.173.69.49,available,subnet-9e729379b92d42ff,interface,False
eni-af31b7603ae147c8,84:52:97:e0:f7:d8,Interface 1 for i-8ccbf9e30deb4919,10.135.92.147,ip-10-135-92-147.ec2.internal,52.6.42.243,in-use,subnet-35c512c8a1c84aa9,efa,True
eni-9a9de8bc4f7c4d69,b9:91:b5:cf:9c:0f,Interface 2 for i-8ccbf9e30deb4919,10.209.199.78,ip-10-209-199-78.ec2.internal,53.58.254.220,attaching,subnet-491196a60d164ae6,efa,True
eni-6de0f0b3f77e4b91,89:45:27:5d:4c:60,Interface 3 for i-8ccbf9e30deb4919,10.74.209.60,ip-10-74-209-60.ec2.internal,53.252.104.140,detaching,subnet-6220c09b37764b3d,interface,True
eni-70b7b5fb4b824103,be:a7:5a:82:ea:43,Interface 1 for i-510b2e9c5e3442d1,10.38.149.54,ip-10-38-149-54.ec2.internal,53.54.176.21,detaching,subnet-532865b57c9c43f8,efa,False
eni-7a72fad66642440b,bc:d0:0b:d6:46:13,Interface 1 for i-8e2e3aa311c04126,10.184.202.203,ip-10-184-202-203.ec2.internal,54.51.251.111,available,subnet-e4fdf8247d2248b8,efa,False
eni-efcc8c9804d3420e,ec:e9:00:36:96:66,Interface 2 for i-8e2e3aa311c04126,10.49.93.142,ip-10-49-93-142.ec2.internal,53.65.57.137,associated,subnet-9e729379b92d42ff,interface,True
