id,imageid,instancetype,iaminstanceprofile,launchtime,launchtimeunix,monitoringstate,state,availabilityzone,tenancy,architecture,ebsoptimized,bootmode,instancelifecycle,hibernationoptions
i-832c4cd9fa514d5a,ami-c9e4eb55,r4.large,arn:aws:iam::266480780430:instance-profile/265d9781,2024-01-26T00:46:00Z,1623329699,disabled,terminated,eu-north-1a,host,x86_64,True,legacy-bios,scheduled,True
i-c4efb928c9c348ed,ami-7796f647,t2.micro,arn:aws:iam::266480780430:instance-profile/9308731b,2024-06-17T01:52:00Z,1603813381,disabled,terminated,eu-north-1a,dedicated,arm64,True,legacy-bios,scheduled,False
i-7c76e7d736bd4bb9,ami-7a4411eb,c4.large,arn:aws:iam::266480780430:instance-profile/8b3804f6,2024-08-13T02:51:00Z,1630432782,pending,running,eu-north-1b,default,x86_64,False,legacy-bios,spot,False
i-424851f6ffd84973,ami-0c1f9606,m5.large,arn:aws:iam::266480780430:instance-profile/e559a66d,2024-11-07T01:18:00Z,1618009324,enabled,stopped,eu-north-1b,host,x86_64,True,legacy-bios,,True
i-a5bbd7a45f874bea,ami-371c17ff,m5.large,arn:aws:iam::266480780430:instance-profile/5dc0ba41,2024-08-16T19:22:00Z,1675033606,disabling,stopped,eu-north-1a,host,arm64,True,uefi,scheduled,True
i-26aa962ae1c048a3,ami-fc378610,r4.large,arn:aws:iam::266480780430:instance-profile/98bd0f38,2024-11-19T21:56:00Z,1624236680,disabling,terminated,eu-north-1b,default,x86_64,True,uefi,spot,True
i-03745ec14093436d,ami-46f2fedb,c4.large,arn:aws:iam::266480780430:instance-profile/c8392ece,2024-02-23T13:07:00Z,1654342805,disabling,terminated,eu-north-1b,default,arm64,False,uefi,scheduled,False
i-959e1d172cb14c3b,ami-85cddd5f,c4.large,arn:aws:iam::266480780430:instance-profile/a27fc0d3,2024-08-08T07:26:00Z,1624667176,disabled,terminated,eu-north-1a,host,arm64,False,legacy-bios,scheduled,False
i-3b94cd2051d341b3,ami-58e859bf,r4.large,arn:aws:iam::266480780430:instance-profile/ac0dff50,2024-11-21T18:57:00Z,1608226689,pending,running,eu-north-1b,dedicated,arm64,False,legacy-bios,,False
i-ed8a20958eaa48e8,ami-be5b23a1,c4.large,arn:aws:iam::266480780430:instance-profile/f0e105f2,2024-05-07T11:31:00Z,1698674117,enabled,running,eu-north-1a,dedicated,x86_64,False,legacy-bios,scheduled,False
i-79d47a112f834d27,ami-83e4ab2b,r4.large,arn:aws:iam::266480780430:instance-profile/348f2a38,2024-05-03T02:55:00Z,1670577158,disabled,terminated,eu-north-1a,default,x86_64,True,legacy-bios,,True
i-79457459598247f0,ami-d40e7ae9,r4.large,arn:aws:iam::266480780430:instance-profile/7b24e13d,2024-02-26T12:19:00Z,1665701825,pending,stopped,eu-north-1a,dedicated,arm64,True,legacy-bios,spot,True
i-a0c0798bf8bf4739,ami-4492f38e,c4.large,arn:aws:iam::266480780430:instance-profile/fe063556,2024-02-02T03:40:00Z,1633098259,pending,stopped,eu-north-1b,dedicated,arm64,True,uefi,scheduled,False
i-d6666b65e13d4857,ami-64d615aa,c4.large,arn:aws:iam::266480780430:instance-profile/492c20a8,2024-04-16T18:21:00Z,1613656756,pending,stopped,eu-north-1a,default,x86_64,True,uefi,,True
i-7f9ebe6dddc5473d,ami-54405189,t2.micro,arn:aws:iam::266480780430:instance-profile/ae7a9410,2024-06-05T07:08:00Z,1607911561,disabling,running,eu-north-1a,dedicated,arm64,False,legacy-bios,,True
i-97ef542997c6469a,ami-bb048034,c4.large,arn:aws:iam::266480780430:instance-profile/c8cd0f00,2024-06-06T06:09:00Z,1647290173,pending,running,eu-north-1a,dedicated,arm64,True,legacy-bios,spot,True
i-eed2f0fc1f2a424d,ami-9947dfa8,c4.large,arn:aws:iam::266480780430:instance-profile/8af17df1,2024-04-02T09:37:00Z,1662977683,enabled,running,eu-north-1b,default,arm64,False,uefi,scheduled,False
i-0501a3d2a96a4839,ami-083b1152,c4.large,arn:aws:iam::266480780430:instance-profile/0279e834,2024-10-15T02:46:00Z,1672113581,pending,stopped,eu-north-1a,dedicated,x86_64,False,legacy-bios,spot,False
i-a4aedc16d0d54f14,ami-b9aa2d4e,r4.large,arn:aws:iam::266480780430:instance-profile/c66cda09,2024-11-10T12:59:00Z,1614271293,disabling,running,eu-north-1b,dedicated,x86_64,True,uefi,scheduled,False
i-0d9c3f19ca0a4847,ami-ddf0ec89,r4.large,arn:aws:iam::266480780430:instance-profile/242de9f9,2024-06-13T07:08:00Z,1698057389,disabling,terminated,eu-north-1b,host,arm64,False,legacy-bios,spot,True
i-147eb1545cd94c4d,ami-f52c005d,c4.large,arn:aws:iam::266480780430:instance-profile/007aac3f,2024-05-04T03:31:00Z,1609554100,pending,terminated,eu-north-1a,default,arm64,True,legacy-bios,,True
i-cb0e3dc70d34444e,ami-0549b99b,m5.large,arn:aws:iam::266480780430:instance-profile/fbf53f9a,2024-01-22T17:22:00Z,1603598831,pending,running,eu-north-1a,default,arm64,True,legacy-bios,,False
i-9bcbbbafba1543bc,ami-110946fe,c4.large,arn:aws:iam::266480780430:instance-profile/e63a85f1,2024-08-19T20:21:00Z,1614979796,enabled,terminated,eu-north-1b,host,x86_64,False,legacy-bios,scheduled,False
i-32f4e0c1823f4f06,ami-4bf0d691,c4.large,arn:aws:iam::266480780430:instance-profile/7f7b38e1,2024-06-03T12:55:00Z,1687542478,enabled,terminated,eu-north-1a,host,arm64,False,uefi,spot,False
i-d3bf224303074c66,ami-0a5ee2d7,m5.large,arn:aws:iam::266480780430:instance-profile/34968ab9,2024-12-15T07:12:00Z,1659690182,disabling,terminated,eu-north-1a,default,arm64,False,legacy-bios,spot,False
i-49a4a17e23f24b96,ami-d32660b7,m5.large,arn:aws:iam::266480780430:instance-profile/2c688d94,2024-11-16T07:52:00Z,1651094552,pending,stopped,eu-north-1b,host,arm64,False,uefi,scheduled,True
i-72ba717db40548e0,ami-621396fe,c4.large,arn:aws:iam::266480780430:instance-profile/4728b687,2024-06-24T08:51:00Z,1609879928,disabling,stopped,eu-north-1b,dedicated,x86_64,True,uefi,,True
i-d410f1da56274504,ami-53bdd056,c4.large,arn:aws:iam::266480780430:instance-profile/623711c2,2024-10-20T06:25:00Z,1664881390,disabled,running,eu-north-1b,dedicated,x86_64,False,legacy-bios,,False
i-2450ce447dd146ed,ami-228da660,c4.large,arn:aws:iam::266480780430:instance-profile/231babbe,2024-08-23T06:28:00Z,1653525276,enabled,running,eu-north-1a,default,x86_64,True,legacy-bios,spot,True
i-ae15b60eec174bdb,ami-b48b03b2,c4.large,arn:aws:iam::266480780430:instance-profile/d631efe9,2024-08-10T15:09:00Z,1673006408,disabled,terminated,eu-north-1b,default,x86_64,True,uefi,scheduled,False
i-f8bbda35e6f742dc,ami-5ac2aaaf,c4.large,arn:aws:iam::266480780430:instance-profile/ff8e04ff,2024-08-13T04:20:00Z,1690062704,disabled,stopped,eu-north-1b,dedicated,x86_64,True,uefi,spot,True
i-1964f570c3b34402,ami-53d53d58,m5.large,arn:aws:iam::266480780430:instance-profile/bb43eb66,2024-03-22T00:55:00Z,1616788792,enabled,stopped,eu-north-1a,default,arm64,True,uefi,spot,True
i-c2f4336da1fc4bdd,ami-c1e3e051,r4.large,arn:aws:iam::266480780430:instance-profile/60fcb7a5,2024-01-21T03:43:00Z,1677380335,disabled,running,eu-north-1b,default,arm64,False,uefi,,True
i-518c8647ebf14ce0,ami-4a5ad364,r4.large,arn:aws:iam::266480780430:instance-profile/24eecd60,2024-05-21T03:47:00Z,1679345433,disabling,running,eu-north-1a,dedicated,x86_64,False,uefi,scheduled,True
i-c11ea130dae84ace,ami-fde29854,r4.large,arn:aws:iam::266480780430:instance-profile/cc18ad0d,2024-12-12T12:41:00Z,1652499282,pending,running,eu-north-1b,dedicated,x86_64,True,legacy-bios,,False
i-fe834595e24b427b,ami-32498d2c,c4.large,arn:aws:iam::266480780430:instance-profile/ef506750,2024-10-06T15:46:00Z,1602456583,disabled,stopped,eu-north-1a,host,x86_64,True,uefi,,False
i-4386d83206e0473b,ami-430c8592,c4.large,arn:aws:iam::266480780430:instance-profile/66f02d46,2024-03-06T20:38:00Z,1662680961,pending,stopped,eu-north-1b,host,x86_64,False,legacy-bios,,False
i-6ca3c342de094248,ami-965b7a9c,r4.large,arn:aws:iam::266480780430:instance-profile/ead8274f,2024-05-11T08:33:00Z,1694273000,disabled,stopped,eu-north-1a,default,x86_64,True,legacy-bios,spot,False
i-04869d4d49da4a59,ami-087149ae,c4.large,arn:aws:iam::266480780430:instance-profile/0d20705a,2024-12-01T16:35:00Z,1619410755,disabled,terminated,eu-north-1b,host,arm64,True,uefi,spot,False
i-d1c3ce71ba8647f9,ami-743ec0a1,r4.large,arn:aws:iam::266480780430:instance-profile/1098541a,2024-09-22T21:49:00Z,1689172735,enabled,stopped,eu-north-1b,host,arm64,True,legacy-bios,scheduled,False
i-ab13c9706fb44865,ami-bd9ebbf7,m5.large,arn:aws:iam::266480780430:instance-profile/1141e564,2024-12-04T05:56:00Z,1679931298,pending,running,eu-north-1a,host,arm64,True,uefi,,False
i-a9ecce1e73b547c9,ami-0f212f40,t2.micro,arn:aws:iam::266480780430:instance-profile/c0bfbdb5,2024-04-14T13:30:00Z,1648142558,disabling,terminated,eu-north-1a,dedicated,arm64,False,legacy-bios,spot,True
i-f82b2d89f312424b,ami-4238efcc,r4.large,arn:aws:iam::266480780430:instance-profile/f29b3936,2024-03-19T10:36:00Z,1665399454,enabled,terminated,eu-north-1b,dedicated,arm64,True,uefi,spot,True
i-0956fed87b2e4f68,ami-66ef016b,t2.micro,arn:aws:iam::266480780430:instance-profile/0ea761d5,2024-11-09T00:24:00Z,1604326129,enabled,terminated,eu-north-1b,dedicated,arm64,True,legacy-bios,scheduled,True
i-25ecd773ad5f4ab2,ami-662b19f5,m5.large,arn:aws:iam::266480780430:instance-profile/0f568221,2024-06-14T13:47:00Z,1661858680,enabled,running,eu-north-1a,default,x86_64,False,uefi,scheduled,True
i-faddeeee3d5b449f,ami-760ed756,r4.large,arn:aws:iam::266480780430:instance-profile/cb7f2c05,2024-08-04T04:30:00Z,1658426518,disabling,terminated,eu-north-1b,dedicated,arm64,False,legacy-bios,,True
i-c417cc0864e34075,ami-567eecfb,t2.micro,arn:aws:iam::266480780430:instance-profile/c18f6c94,2024-03-18T22:25:00Z,1687093950,disabled,stopped,eu-north-1b,dedicated,arm64,False,uefi,scheduled,True
i-fd434b3067cc4c9d,ami-6a5f6bff,r4.large,arn:aws:iam::266480780430:instance-profile/9c32c37d,2024-03-18T18:52:00Z,1683123454,pending,stopped,eu-north-1a,host,x86_64,True,uefi,spot,True
i-9f40ffc91ba8407f,ami-fdf59ce5,m5.large,arn:aws:iam::266480780430:instance-profile/16533174,2024-06-13T13:40:00Z,1662528480,disabled,running,eu-north-1b,host,arm64,True,uefi,scheduled,True
i-c372cd353a044cab,ami-2bf34b96,c4.large,arn:aws:iam::266480780430:instance-profile/b007e2d1,2024-05-01T06:32:00Z,1644230203,enabled,running,eu-north-1a,host,x86_64,True,legacy-bios,scheduled,True
i-dd48b3196f56419e,ami-c55ff42d,c4.large,arn:aws:iam::266480780430:instance-profile/83a64fb8,2024-04-25T13:27:00Z,1696705931,enabled,running,eu-north-1b,dedicated,arm64,True,legacy-bios,spot,False
i-27181b833b784752,ami-380b4e73,r4.large,arn:aws:iam::266480780430:instance-profile/0ce12ba0,2024-05-14T21:19:00Z,1647261578,disabled,terminated,eu-north-1a,host,x86_64,False,legacy-bios,,True
i-58baf73c23ba4115,ami-cebda93c,r4.large,arn:aws:iam::266480780430:instance-profile/14f57e23,2024-04-10T16:42:00Z,1685132510,pending,stopped,eu-north-1b,host,arm64,False,legacy-bios,spot,False
i-42702ee7000e47d4,ami-da730242,r4.large,arn:aws:iam::266480780430:instance-profile/170b9d76,2024-05-03T01:30:00Z,1663626102,disabling,running,eu-north-1b,default,x86_64,True,uefi,spot,False
i-18d4da9fa2e84399,ami-311066c8,t2.micro,arn:aws:iam::266480780430:instance-profile/98a62898,2024-01-28T12:46:00Z,1633876555,pending,stopped,eu-north-1b,host,arm64,True,uefi,,True
i-8a70472ab888431b,ami-d630c2f6,m5.large,arn:aws:iam::266480780430:instance-profile/c69d5745,2024-07-03T03:47:00Z,1675620689,enabled,terminated,eu-north-1a,dedicated,x86_64,True,legacy-bios,spot,True
i-34bac14cb4264314,ami-15b4c508,c4.large,arn:aws:iam::266480780430:instance-profile/fcfaeb51,2024-07-03T05:34:00Z,1621709926,disabled,terminated,eu-north-1a,host,x86_64,False,uefi,,False
i-12f1daf471214fa7,ami-20431998,c4.large,arn:aws:iam::266480780430:instance-profile/2f260ccf,2024-10-15T23:08:00Z,1628570447,enabled,running,eu-north-1b,host,x86_64,True,uefi,spot,False
i-638a97e399764ca6,ami-4f18bd5f,r4.large,arn:aws:iam::266480780430:instance-profile/ec0f404f,2024-10-15T22:32:00Z,1671954302,disabling,stopped,eu-north-1a,dedicated,arm64,True,uefi,scheduled,False
i-235b5c3f8d79449c,ami-8ff27970,m5.large,arn:aws:iam::266480780430:instance-profile/53d34bc7,2024-09-11T09:04:00Z,1602920144,disabling,stopped,eu-north-1b,dedicated,x86_64,False,uefi,spot,True
i-a5b95f55dfde487d,ami-f011611e,r4.large,arn:aws:iam::266480780430:instance-profile/63152c0c,2024-02-22T10:48:00Z,1660658774,disabling,terminated,eu-north-1b,dedicated,x86_64,True,legacy-bios,scheduled,False
i-90cae8dc58f648af,ami-39759ff7,r4.large,arn:aws:iam::266480780430:instance-profile/309bf856,2024-02-16T17:43:00Z,1674477978,disabling,terminated,eu-north-1a,host,x86_64,True,legacy-bios,,True
i-e9d50bfdbc1b4d9d,ami-0430b922,t2.micro,arn:aws:iam::266480780430:instance-profile/0ee76fb8,2024-08-21T09:43:00Z,1627404060,disabling,stopped,eu-north-1b,default,x86_64,False,uefi,spot,True
i-d1511ecb26764549,ami-a1973fb1,t2.micro,arn:aws:iam::266480780430:instance-profile/b2c09d03,2024-10-01T03:18:00Z,1696453115,disabled,terminated,eu-north-1a,default,x86_64,True,legacy-bios,spot,True
i-70f96c4007d249e8,ami-73b3a6e1,c4.large,arn:aws:iam::266480780430:instance-profile/db636ab9,2024-06-03T16:13:00Z,1642142309,disabling,running,eu-north-1a,host,arm64,True,uefi,,False
i-5ac6f11f82a54002,ami-1247df62,m5.large,arn:aws:iam::266480780430:instance-profile/a661926d,2024-11-18T04:12:00Z,1659007479,disabling,terminated,eu-north-1a,host,x86_64,False,legacy-bios,scheduled,False
i-78dc395ec487408c,ami-91696be3,c4.large,arn:aws:iam::266480780430:instance-profile/0bfe63b3,2024-04-01T06:30:00Z,1676663951,enabled,running,eu-north-1b,host,arm64,False,legacy-bios,spot,False
i-804fd47a6641429b,ami-8cf5637c,t2.micro,arn:aws:iam::266480780430:instance-profile/75b15e86,2024-06-15T04:45:00Z,1613413916,disabled,terminated,eu-north-1a,host,arm64,True,uefi,,False
i-974beba6983c4828,ami-cf9e50a3,m5.large,arn:aws:iam::266480780430:instance-profile/83c4c691,2024-12-18T20:28:00Z,1620983630,enabled,running,eu-north-1a,host,arm64,False,legacy-bios,,False
i-1295906edb9f43f4,ami-ec988ffd,r4.large,arn:aws:iam::266480780430:instance-profile/a3c7ae18,2024-03-19T15:14:00Z,1676945477,enabled,terminated,eu-north-1a,default,x86_64,False,legacy-bios,scheduled,False
i-f893c2e93497492c,ami-a8bfb9a6,r4.large,arn:aws:iam::266480780430:instance-profile/44204300,2024-09-13T07:00:00Z,1689748186,disabled,stopped,eu-north-1b,host,arm64,False,legacy-bios,spot,False
i-2bea3d374a4b42da,ami-bb4a6937,c4.large,arn:aws:iam::266480780430:instance-profile/64e86087,2024-11-25T12:18:00Z,1660022350,enabled,running,eu-north-1a,default,x86_64,False,uefi,scheduled,True
i-a4a772c523de4568,ami-5bd25eaa,t2.micro,arn:aws:iam::266480780430:instance-profile/2cdbc65e,2024-06-07T09:53:00Z,1611577886,disabling,stopped,eu-north-1a,dedicated,x86_64,False,uefi,spot,False
i-d41c9bf9289f442c,ami-260c8be0,m5.large,arn:aws:iam::266480780430:instance-profile/d7b20c23,2024-08-05T20:58:00Z,1632411470,pending,running,eu-north-1b,dedicated,x86_64,True,uefi,spot,False
i-701d56db0db74cdc,ami-c4918210,c4.large,arn:aws:iam::266480780430:instance-profile/63d9bee9,2024-01-09T23:41:00Z,1656057148,pending,stopped,eu-north-1b,default,x86_64,True,legacy-bios,spot,True
i-810da9a02c7f4760,ami-efe5a268,m5.large,arn:aws:iam::266480780430:instance-profile/a6b67cbf,2024-07-23T09:34:00Z,1617772046,pending,terminated,eu-north-1b,dedicated,arm64,True,uefi,,False
i-c63a602749e14060,ami-68036025,c4.large,arn:aws:iam::266480780430:instance-profile/234b307a,2024-11-05T07:30:00Z,1684410411,disabling,running,eu-north-1b,default,arm64,False,legacy-bios,,True
i-ff403d523bf44ecc,ami-87d04059,r4.large,arn:aws:iam::266480780430:instance-profile/34c5ccf7,2024-12-02T14:17:00Z,1613662614,pending,terminated,eu-north-1b,dedicated,arm64,False,uefi,scheduled,False
i-3d31ba122f8f4486,ami-95ee72e1,r4.large,arn:aws:iam::266480780430:instance-profile/d30e9408,2024-05-11T02:12:00Z,1605544594,disabled,terminated,eu-north-1a,dedicated,arm64,False,uefi,spot,False
i-8af05386a8074c61,ami-644ea031,c4.large,arn:aws:iam::266480780430:instance-profile/aca6a5ce,2024-10-09T13:59:00Z,1625763407,disabling,terminated,eu-north-1b,host,x86_64,False,legacy-bios,scheduled,True
i-1355f94015824a51,ami-509b0c3f,r4.large,arn:aws:iam::266480780430:instance-profile/130db403,2024-08-12T07:44:00Z,1612249868,enabled,running,eu-north-1a,host,x86_64,False,uefi,scheduled,False
i-b8ec4d1b80044e7e,ami-e919465d,c4.large,arn:aws:iam::266480780430:instance-profile/befb71d6,2024-11-02T03:53:00Z,1672640677,pending,terminated,eu-north-1b,default,arm64,False,legacy-bios,scheduled,True
i-38f1dd86cfeb4e8c,ami-19ad322a,r4.large,arn:aws:iam::266480780430:instance-profile/7ea096a6,2024-10-18T23:21:00Z,1656881261,disabling,stopped,eu-north-1a,host,x86_64,True,uefi,,False
i-118d9691430346e6,ami-208eb796,m5.large,arn:aws:iam::266480780430:instance-profile/9e6eb5a2,2024-01-27T22:38:00Z,1635282953,enabled,terminated,eu-north-1b,default,x86_64,True,legacy-bios,spot,True
i-f4e66c58aaa043f3,ami-96d0a257,t2.micro,arn:aws:iam::266480780430:instance-profile/799a0a23,2024-09-25T17:25:00Z,1690055824,disabled,stopped,eu-north-1a,default,arm64,True,legacy-bios,scheduled,False
i-4f21352f8c9f4569,ami-112a8664,r4.large,arn:aws:iam::266480780430:instance-profile/2ad48f0e,2024-12-28T03:01:00Z,1627334149,disabled,stopped,eu-north-1a,dedicated,arm64,True,legacy-bios,scheduled,False
i-b7dfb2b8a2d34231,ami-18f819a8,m5.large,arn:aws:iam::266480780430:instance-profile/207ee981,2024-12-11T14:59:00Z,1682330113,disabling,stopped,eu-north-1a,default,arm64,True,uefi,scheduled,True
i-b01d7fea6a4048f7,ami-5095f6cf,r4.large,arn:aws:iam::266480780430:instance-profile/a18a6b67,2024-10-10T06:43:00Z,1610106214,disabling,stopped,eu-north-1b,dedicated,arm64,False,legacy-bios,scheduled,True
i-99b96e3b33bf4f22,ami-b2bac8ba,m5.large,arn:aws:iam::266480780430:instance-profile/c0da0ba6,2024-12-06T20:33:00Z,1604982438,disabling,running,eu-north-1a,default,x86_64,False,legacy-bios,spot,True
i-c85ac941e905436d,ami-24067af5,m5.large,arn:aws:iam::266480780430:instance-profile/6272b88c,2024-03-26T06:39:00Z,1657323914,disabling,running,eu-north-1b,dedicated,arm64,True,legacy-bios,,False
i-66baf658966d4915,ami-56e8f436,m5.large,arn:aws:iam::266480780430:instance-profile/b649083f,2024-12-10T10:43:00Z,1691744292,pending,stopped,eu-north-1b,host,x86_64,False,legacy-bios,,True
i-8f9cc6e1f9944955,ami-e5abfaad,r4.large,arn:aws:iam::266480780430:instance-profile/99d24ae2,2024-08-27T09:31:00Z,1605387483,pending,terminated,eu-north-1a,dedicated,x86_64,True,uefi,spot,True
i-990b3c1a34414435,ami-062d0ed9,m5.large,arn:aws:iam::266480780430:instance-profile/d5f71f5d,2024-01-08T19:02:00Z,1679507686,pending,terminated,eu-north-1b,default,x86_64,False,legacy-bios,scheduled,False
i-705d513522a845c8,ami-5fd712ef,c4.large,arn:aws:iam::266480780430:instance-profile/1591b1f6,2024-10-23T13:06:00Z,1675411645,pending,running,eu-north-1a,default,x86_64,False,uefi,spot,False
i-5ce5efddc0434aae,ami-eb0463b4,r4.large,arn:aws:iam::266480780430:instance-profile/fed94b6d,2024-04-08T15:08:00Z,1615753862,disabling,stopped,eu-north-1a,dedicated,arm64,True,uefi,,False
i-51019e7cfe0b485f,ami-ea49ba37,c4.large,arn:aws:iam::266480780430:instance-profile/1fa3d594,2024-01-06T21:24:00Z,1626786264,pending,stopped,eu-north-1b,host,x86_64,False,legacy-bios,,True
i-2dac84de388e48b7,ami-e9d485e0,m5.large,arn:aws:iam::266480780430:instance-profile/483168e5,2024-01-19T14:18:00Z,1642094668,pending,stopped,eu-north-1a,default,arm64,False,legacy-bios,spot,False
i-1a32edc1386542e6,ami-3a9de9a1,m5.large,arn:aws:iam::266480780430:instance-profile/84c65434,2024-07-18T23:22:00Z,1687952655,disabled,running,eu-north-1a,default,arm64,True,legacy-bios,scheduled,False
i-79e71a58044b47c3,ami-6a7ad819,r4.large,arn:aws:iam::266480780430:instance-profile/caf139b1,2024-06-18T07:48:00Z,1618592176,disabled,terminated,eu-north-1b,default,arm64,False,uefi,,False
i-a4f3aed27a064254,ami-11dbe25a,t2.micro,arn:aws:iam::266480780430:instance-profile/3440039b,2024-01-14T07:19:00Z,1659290645,disabled,stopped,eu-north-1b,dedicated,arm64,False,legacy-bios,,False
i-2f2336b51dfe4f93,ami-b0a755b8,r4.large,arn:aws:iam::266480780430:instance-profile/0da19f27,2024-09-14T08:24:00Z,1636720480,disabling,terminated,eu-north-1a,host,x86_64,True,uefi,scheduled,False
i-b3cb2fc569374f0a,ami-44ab30b2,t2.micro,arn:aws:iam::266480780430:instance-profile/d2aeae31,2024-03-12T21:08:00Z,1684219230,disabling,running,eu-north-1a,host,arm64,False,legacy-bios,scheduled,False
i-b71103925dc844bd,ami-a8669519,m5.large,arn:aws:iam::266480780430:instance-profile/bca5a4af,2024-03-27T04:48:00Z,1693516359,disabled,terminated,eu-north-1a,dedicated,arm64,False,legacy-bios,spot,True
i-e0e99e1104f44ae1,ami-3a3e1ac2,m5.large,arn:aws:iam::266480780430:instance-profile/6b4bd41e,2024-01-16T19:24:00Z,1603648353,disabled,stopped,eu-north-1a,host,x86_64,True,legacy-bios,spot,True
i-7a4b0cb2cb4e472a,ami-63233ba1,r4.large,arn:aws:iam::266480780430:instance-profile/f593f383,2024-03-04T12:09:00Z,1624182221,disabling,stopped,eu-north-1b,default,arm64,False,uefi,,False
i-2df4682a3ce9478a,ami-de656137,c4.large,arn:aws:iam::266480780430:instance-profile/dd8e2e87,2024-04-19T14:09:00Z,1624520879,enabled,stopped,eu-north-1b,host,x86_64,True,legacy-bios,scheduled,True
i-3c6d6b2ebfaa4864,ami-29f450f4,t2.micro,arn:aws:iam::266480780430:instance-profile/9f4d7e9f,2024-01-13T15:57:00Z,1657797999,disabling,running,eu-north-1a,default,arm64,True,uefi,spot,False
i-d4b731083d8f44d2,ami-09f6495e,r4.large,arn:aws:iam::266480780430:instance-profile/32e4dddd,2024-04-20T17:06:00Z,1650875907,enabled,stopped,eu-north-1a,host,x86_64,True,legacy-bios,spot,True
i-687b0913d3a046db,ami-87b5edc9,r4.large,arn:aws:iam::266480780430:instance-profile/19c03c5a,2024-09-04T00:18:00Z,1631706156,pending,terminated,eu-north-1b,dedicated,x86_64,True,legacy-bios,spot,True
i-d4d25ea54f734e68,ami-77c2ea86,t2.micro,arn:aws:iam::266480780430:instance-profile/f9cb8cdb,2024-01-19T04:56:00Z,1646828187,pending,terminated,eu-north-1b,dedicated,x86_64,False,legacy-bios,,False
i-037faef2359b4392,ami-bbc3f6bf,r4.large,arn:aws:iam::266480780430:instance-profile/00cbdbe1,2024-07-21T07:06:00Z,1683842884,disabling,stopped,eu-north-1b,dedicated,arm64,True,uefi,spot,False
i-4438576ed67e4d35,ami-45e35889,m5.large,arn:aws:iam::266480780430:instance-profile/29f75e35,2024-10-27T14:25:00Z,1676328862,disabled,stopped,eu-north-1b,host,arm64,False,legacy-bios,scheduled,True
i-955afae6a70c4c39,ami-9f6d9556,m5.large,arn:aws:iam::266480780430:instance-profile/94679147,2024-11-11T03:43:00Z,1656850353,disabling,running,eu-north-1a,host,x86_64,True,uefi,,True
i-7c3404d70c4241b4,ami-ba504a0a,c4.large,arn:aws:iam::266480780430:instance-profile/bada77dc,2024-02-21T08:46:00Z,1625932908,disabling,terminated,eu-north-1a,dedicated,x86_64,True,uefi,,True
i-89f3ce3f7dd848cb,ami-ece63a41,m5.large,arn:aws:iam::266480780430:instance-profile/e2282b14,2024-10-03T21:53:00Z,1643738624,pending,stopped,eu-north-1b,host,x86_64,False,uefi,,False
i-c239559220b34322,ami-940e4425,r4.large,arn:aws:iam::266480780430:instance-profile/102d43af,2024-07-08T10:54:00Z,1692975869,enabled,terminated,eu-north-1b,default,arm64,False,uefi,,True
i-36c6745bfc534b5d,ami-5ad6f5f9,r4.large,arn:aws:iam::266480780430:instance-profile/cd32e3aa,2024-09-14T23:55:00Z,1602425150,pending,terminated,eu-north-1a,default,arm64,True,uefi,scheduled,True
i-c9736fcc34564b50,ami-fd5c5448,c4.large,arn:aws:iam::266480780430:instance-profile/c11f2fe0,2024-03-08T15:44:00Z,1668844411,disabled,terminated,eu-north-1a,dedicated,x86_64,False,uefi,scheduled,True
i-5988395a9d114bea,ami-47850bc1,c4.large,arn:aws:iam::266480780430:instance-profile/4eeb379e,2024-01-13T04:04:00Z,1652743516,enabled,running,eu-north-1b,dedicated,arm64,False,uefi,spot,False
i-a03486407cf64d16,ami-7b4d279d,r4.large,arn:aws:iam::266480780430:instance-profile/82ba8839,2024-03-22T17:48:00Z,1666460957,pending,terminated,eu-north-1b,dedicated,arm64,False,uefi,scheduled,False
i-168100a291d847ab,ami-e9f3f3b8,r4.large,arn:aws:iam::266480780430:instance-profile/3f6e926a,2024-09-20T00:07:00Z,1684874620,disabled,terminated,eu-north-1a,dedicated,x86_64,True,legacy-bios,spot,False
i-b88e4390321d46a3,ami-4e9eff39,m5.large,arn:aws:iam::266480780430:instance-profile/ebe26b90,2024-12-15T07:42:00Z,1671572881,pending,stopped,eu-north-1b,default,arm64,False,uefi,,True
i-3fe7fd73e3ef433f,ami-77ed512b,r4.large,arn:aws:iam::266480780430:instance-profile/e9b815ca,2024-02-27T13:09:00Z,1662144224,disabled,running,eu-north-1b,default,arm64,False,legacy-bios,,False
i-b3dee813040049ff,ami-cb1906f7,c4.large,arn:aws:iam::266480780430:instance-profile/9bd2abc8,2024-03-01T20:29:00Z,1616413751,disabled,running,eu-north-1a,default,x86_64,False,legacy-bios,spot,True
i-d524c7e7390c4a12,ami-78d4b3c9,t2.micro,arn:aws:iam::266480780430:instance-profile/a9e20859,2024-03-22T17:02:00Z,1614800968,disabling,stopped,eu-north-1b,host,x86_64,True,uefi,,False
i-d91e96db87ed4c1a,ami-87421f46,r4.large,arn:aws:iam::266480780430:instance-profile/3d75ab97,2024-07-04T14:21:00Z,1664066196,disabling,terminated,eu-north-1a,dedicated,x86_64,False,legacy-bios,scheduled,False
